URU_UK_PHONE|7012|N|Telephone number and surname were not matched at this address #2|
URU_UK_PHONE|7013|N|Telephone number and surname were not matched at this address #3|
URU_UK_PHONE|7014|N|Telephone number and surname were not matched at this address #4|
URU_UK_PHONE|7021|N|Incorrectly identified ex-directory and surname did not match for address #1|
URU_UK_PHONE|7022|N|Incorrectly identified ex-directory and surname did not match for address #2|
URU_UK_PHONE|7023|N|Incorrectly identified ex-directory and surname did not match for address #3|
URU_UK_PHONE|7024|N|Incorrectly identified ex-directory and surname did not match for address #4|
URU_UK_ELECTRICITY|101|C|Mailsort on bill not specified by user|
URU_UK_ELECTRICITY|102|C|Postcode on bill not specified by user|
URU_UK_ELECTRICITY|111|C|No details supplied for address #1|
URU_UK_ELECTRICITY|112|C|No details supplied for address #2|
URU_UK_ELECTRICITY|113|C|No details supplied for address #3|
URU_UK_ELECTRICITY|114|C|No details supplied for address #4|
URU_UK_ELECTRICITY|120|C|Supply number not specified by user|
URU_UK_ELECTRICITY|181|C|No building details supplied by user for address #1|
URU_UK_ELECTRICITY|182|C|No building details supplied by user for address #2|
URU_UK_ELECTRICITY|183|C|No building details supplied by user for address #3|
URU_UK_ELECTRICITY|184|C|No building details supplied by user for address #4|
URU_UK_ELECTRICITY|1001|M|Address #1 is valid|
URU_UK_ELECTRICITY|1002|M|Address #2 is valid|
URU_UK_ELECTRICITY|1003|M|Address #3 is valid|
URU_UK_ELECTRICITY|1004|M|Address #4 is valid|
URU_UK_ELECTRICITY|1011|M|Supply Number valid for address #1|
URU_UK_ELECTRICITY|1012|M|Supply Number valid for address #2|
URU_UK_ELECTRICITY|1013|M|Supply Number valid for address #3|
URU_UK_ELECTRICITY|1014|M|Supply Number valid for address #4|
URU_UK_ELECTRICITY|1021|M|Mailsort code valid for postcode at address #1|
URU_UK_ELECTRICITY|1022|M|Mailsort code valid for postcode at address #2|
URU_UK_ELECTRICITY|1023|M|Mailsort code valid for postcode at address #3|
URU_UK_ELECTRICITY|1024|M|Mailsort code valid for postcode at address #4|
URU_UK_ELECTRICITY|1030|M|Mailsort code valid for postcode on bill|
URU_UK_ELECTRICITY|4011|W|Many addresses found for address #1. Insufficient address information provided by user to obtain a unique match.|
URU_UK_ELECTRICITY|4012|W|Many addresses found for address #2. Insufficient address information provided by user to obtain a unique match.|
URU_UK_ELECTRICITY|4013|W|Many addresses found for address #3. Insufficient address information provided by user to obtain a unique match.|
URU_UK_ELECTRICITY|4014|W|Many addresses found for address #4. Insufficient address information provided by user to obtain a unique match.|
URU_UK_ELECTRICITY|7001|N|Could not validate address #1. Could not ascertain other items.|
URU_UK_ELECTRICITY|7002|N|Could not validate address #2. Could not ascertain other items.|
URU_UK_ELECTRICITY|7003|N|Could not validate address #3. Could not ascertain other items.|
URU_UK_ELECTRICITY|7004|N|Could not validate address #4. Could not ascertain other items.|
URU_UK_ELECTRICITY|7011|N|Supply Number not valid for address #1|
URU_UK_ELECTRICITY|7012|N|Supply Number not valid for address #2|
URU_UK_ELECTRICITY|7013|N|Supply Number not valid for address #3|
URU_UK_ELECTRICITY|7014|N|Supply Number not valid for address #4|
URU_UK_ELECTRICITY|7021|N|Mailsort code not valid for postcode at address #1|
URU_UK_ELECTRICITY|7022|N|Mailsort code not valid for postcode at address #2|
URU_UK_ELECTRICITY|7023|N|Mailsort code not valid for postcode at address #3|
URU_UK_ELECTRICITY|7024|N|Mailsort code not valid for postcode at address #4|
URU_UK_ELECTRICITY|7030|N|Mailsort code not valid for postcode on bill|
URU_UK_MORTALITY|101|C|No middle initial specified by user|
URU_UK_MORTALITY|111|C|No details supplied by user for address #1|
URU_UK_MORTALITY|112|C|No details supplied by user for address #2|
URU_UK_MORTALITY|113|C|No details supplied by user for address #3|
URU_UK_MORTALITY|114|C|No details supplied by user for address #4|
URU_UK_MORTALITY|140|C|Surname not supplied by user|
URU_UK_MORTALITY|141|C|Forename not supplied by user|
URU_UK_MORTALITY|181|C|No building details supplied by user for address #1|
URU_UK_MORTALITY|182|C|No building details supplied by user for address #2|
URU_UK_MORTALITY|183|C|No building details supplied by user for address #3|
URU_UK_MORTALITY|184|C|No building details supplied by user for address #4|
URU_UK_MORTALITY|1031|M|Middle initial matched address #1|
URU_UK_MORTALITY|1032|M|Middle initial matched address #2|
URU_UK_MORTALITY|1033|M|Middle initial matched address #3|
URU_UK_MORTALITY|1034|M|Middle initial matched address #4|
URU_UK_MORTALITY|1071|M|Mortascreen source indicates this person is not deceased at address #1|
URU_UK_MORTALITY|1072|M|Mortascreen source indicates this person is not deceased at address #2|
URU_UK_MORTALITY|1073|M|Mortascreen source indicates this person is not deceased at address #3|
URU_UK_MORTALITY|1074|M|Mortascreen source indicates this person is not deceased at address #4|
URU_UK_MORTALITY|4011|W|Many addresses found for address #1. Insufficient address information provided by user to obtain a unique match.|
URU_UK_MORTALITY|4012|W|Many addresses found for address #2. Insufficient address information provided by user to obtain a unique match.|
URU_UK_MORTALITY|4013|W|Many addresses found for address #3. Insufficient address information provided by user to obtain a unique match.|
URU_UK_MORTALITY|4014|W|Many addresses found for address #4. Insufficient address information provided by user to obtain a unique match.|
URU_UK_MORTALITY|4091|W|Halo source indicates this person (of a forename alias) is deceased at address #1|
URU_UK_MORTALITY|4092|W|Halo source indicates this person (of a forename alias) is deceased at address #2|
URU_UK_MORTALITY|4093|W|Halo source indicates this person (of a forename alias) is deceased at address #3|
URU_UK_MORTALITY|4094|W|Halo source indicates this person (of a forename alias) is deceased at address #4|
URU_UK_MORTALITY|7011|N|Middle initial did not match address #1|
URU_UK_MORTALITY|7012|N|Middle initial did not match address #2|
URU_UK_MORTALITY|7013|N|Middle initial did not match address #3|
URU_UK_MORTALITY|7014|N|Middle initial did not match address #4|
URU_UK_MORTALITY|7071|N|Mortascreen source indicates this person is deceased at address #1|
URU_UK_MORTALITY|7072|N|Mortascreen source indicates this person is deceased at address #2|
URU_UK_MORTALITY|7073|N|Mortascreen source indicates this person is deceased at address #3|
URU_UK_MORTALITY|7074|N|Mortascreen source indicates this person is deceased at address #4|
URU_UK_DOB|102|C|No day of birth specified by user|
URU_UK_DOB|103|C|No month of birth specified by user|
URU_UK_DOB|104|C|No year of birth specified by user|
URU_UK_DOB|111|C|No details supplied by user for address #1|
URU_UK_DOB|112|C|No details supplied by user for address #2|
URU_UK_DOB|113|C|No details supplied by user for address #3|
URU_UK_DOB|114|C|No details supplied by user for address #4|
URU_UK_DOB|140|C|Surname not supplied by user|
URU_UK_DOB|141|C|Forename not supplied by user|
URU_UK_DOB|181|C|No building details supplied by user for address #1|
URU_UK_DOB|182|C|No building details supplied by user for address #2|
URU_UK_DOB|183|C|No building details supplied by user for address #3|
URU_UK_DOB|184|C|No building details supplied by user for address #4|
URU_UK_DOB|1001|M|Address #1 details are valid|
URU_UK_DOB|1002|M|Address #2 details are valid|
URU_UK_DOB|1003|M|Address #3 details are valid|
URU_UK_DOB|1004|M|Address #4 details are valid|
URU_UK_DOB|1011|M|Surname details matched address #1|
URU_UK_DOB|1012|M|Surname details matched address #2|
URU_UK_DOB|1013|M|Surname details matched address #3|
URU_UK_DOB|1014|M|Surname details matched address #4|
URU_UK_DOB|1021|M|Forename details matched address #1|
URU_UK_DOB|1022|M|Forename details matched address #2|
URU_UK_DOB|1023|M|Forename details matched address #3|
URU_UK_DOB|1024|M|Forename details matched address #4|
URU_UK_DOB|1031|M|Middle initial matched address #1|
URU_UK_DOB|1032|M|Middle initial matched address #2|
URU_UK_DOB|1033|M|Middle initial matched address #3|
URU_UK_DOB|1034|M|Middle initial matched address #4|
URU_UK_DOB|4011|W|Many addresses found for address #1. Insufficient address information provided by user to obtain a unique match.|
URU_UK_DOB|4012|W|Many addresses found for address #2. Insufficient address information provided by user to obtain a unique match.|
URU_UK_DOB|4013|W|Many addresses found for address #3. Insufficient address information provided by user to obtain a unique match.|
URU_UK_DOB|4014|W|Many addresses found for address #4. Insufficient address information provided by user to obtain a unique match.|
